Brand,Model,Year Made,Imported Year,Price,Odometer,Мотор багтаамж,Хурдны хайрцаг,Хүрд,Төрөл,Өнгө,Үйлдвэрлэсэн он,Орж ирсэн он,Хөдөлгүүр,Дотор өнгө,Лизинг,Хөтлөгч,Нөхцөл,Хаалга
Toyota,Prius 41,2011,2023,31 сая ₮,2500000,1.8 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2011,2023,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Allion,2005,2016,5 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2005,2016,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Harrier,2008,2017,5 сая ₮,200000,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2008,2017,Бензин,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Aqua,2012,2021,7 сая ₮,100000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Vitz,2002,2011,3 сая ₮,150000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2002,2011,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Fielder,2015,2021,5 сая ₮,190000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2021,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Vellfire,2012,2021,34 сая ₮,170,2.4 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2021,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2005,2017,10 сая ₮,170000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2005,2017,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 30,2013,2020,18 сая ₮,160000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2005,2021,2 сая ₮,100000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2005,2021,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 300,2022,2022,320 сая ₮,40000,3.5 л,Автомат,Зөв,Жийп,Цагаан,2022,2022,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,HS,2009,2023,34 сая ₮,1,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2009,2023,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Aqua,2016,2023,5 сая ₮,151,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2011,2023,22 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2008,2021,37 сая ₮,180,3.0 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2008,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Hyundai,Sonata,2010,2017,10 сая ₮,230,2.0 л,Автомат,Зөв,Суудлын тэрэг,Хар,2010,2017,Газ,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Honda,Insight,2009,2018,8 сая ₮,175000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2018,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,4Runner,2010,2015,80 сая ₮,120000,4.0 л,Автомат,Зөв,Жийп,Хар,2010,2015,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2008,2016,10 сая ₮,100000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2016,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2014,2022,29 сая ₮,210000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2014,2022,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Delica,2010,2019,16 сая ₮,170000,2.3 л,Автомат,Буруу,Гэр бүлийн,Хөх,2010,2019,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 40,2012,2023,2 сая ₮,170000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2011,2022,5 сая ₮,245000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2022,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Nissan,Tiida,2009,2018,9 сая ₮,999,1.9 л,Автомат,Буруу,Суудлын тэрэг,Шар,2009,2018,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 41,2012,2022,5 сая ₮,123,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2022,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2008,2017,26 сая ₮,150000,2.4 л,Автомат,Буруу,Жийп,Бусад,2008,2017,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2012,2020,5 сая ₮,2450000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2020,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 20,2008,2018,14 сая ₮,225000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2018,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2010,2022,47 сая ₮,130000,3.3 л,Автомат,Буруу,Жийп,Сувдан цагаан,2010,2022,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 100,2006,2011,45 сая ₮,170000,4.7 л,Автомат,Зөв,Жийп,Хар саарал,2006,2011,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Mercedes-Benz,S-Class,2008,2023,43 сая ₮,119000,3.5 л,Автомат,Зөв,Суудлын тэрэг,Хар,2008,2023,Бензин,Хар,Хувь лизингтэй,Урдаа FWD,Дугаар авсан,4
Lexus,LX,2018,2019,265 сая ₮,60000,5.7 л,Автомат,Зөв,Жийп,Шар,2018,2019,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Chevrolet,Colorado,2014,2015,31 сая ₮,127,2.8 л,Автомат,Зөв,Жийп,Хар,2014,2015,Дизель,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Sai,2011,2017,15 сая ₮,150000,0.7 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2017,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2012,2022,8 сая ₮,2000000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Vellfire,2013,2021,43 сая ₮,211,2.4 л,Автомат,Буруу,Гэр бүлийн,Бусад,2013,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Vanguard,2010,2019,25 сая ₮,220000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2019,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2013,2018,5 сая ₮,167000,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2013,2018,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Estima,2007,2022,8 сая ₮,120000,2.4 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2007,2022,Хайбрид,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2010,2022,19 сая ₮,111,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2022,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Colt,2009,2020,5 сая ₮,97000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Ягаан,2009,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Isuzu,Bighorn,1997,2006,5 сая ₮,265000,3.1 л,Автомат,Буруу,Жийп,Цэнхэр,1997,2006,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Ford,Pickup,2018,2018,230 сая ₮,50000,3.5 л,Автомат,Зөв,Жийп,Хар саарал,2018,2018,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,RAV4,2022,2024,95 сая ₮,15000,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2022,2024,Хайбрид,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Mitsubishi,Outlander,2012,2020,5 сая ₮,180000,2.4 л,Автомат,Буруу,Жийп,Хар,2012,2020,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 70,2007,2007,85 сая ₮,260000,4.2 л,Механик,Зөв,Жийп,Цагаан,2007,2007,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,3
Jeep,Wrangler,2019,2019,145 сая ₮,68000,2.0 л,Автомат,Зөв,Жийп,Цэнхэр,2019,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mitsubishi,Бусад,2011,2023,5 сая ₮,50000,0.6 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2011,2023,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Fielder,2014,2023,20 сая ₮,120000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ягаан,2014,2023,Хайбрид,Саарал,Банкны лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2012,2024,8 сая ₮,187000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2024,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Toyota,Vellfire,2012,2024,8 сая ₮,167000,2.4 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Toyota,Prius 41,2011,2024,2 сая ₮,191000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Subaru,Forester,2016,2024,52 сая ₮,91000,2.0 л,Автомат,Буруу,Жийп,Хар,2016,2024,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Lexus,HS,2011,2024,38 сая ₮,110000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2024,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 41,2011,2024,5 сая ₮,133000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2011,2024,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Toyota,Prius 20,2006,2023,19 сая ₮,110000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2006,2023,Хайбрид,Шаргал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Vellfire,2012,2023,50 сая ₮,195000,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2012,2023,Хайбрид,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Harrier,2015,2024,59 сая ₮,146000,2.0 л,Автомат,Буруу,Жийп,Хар,2015,2024,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Prius 41,2015,2024,8 сая ₮,200,1.8 л,Автомат,Буруу,Гэр бүлийн,Улбар шар,2015,2024,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2014,2024,5 сая ₮,11,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2024,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Nissan,Note,2012,2021,10 сая ₮,1000000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Aqua,2015,2024,19 сая ₮,170000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ягаан,2015,2024,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Crown,2019,2024,82 сая ₮,110000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2019,2024,Хайбрид,Саарал,Банкны лизингтэй,Хойноо RWD,Дугаар аваагүй,4
Toyota,Prius 30,2009,2021,8 сая ₮,180000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2009,2021,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 200,2018,2018,215 сая ₮,100000,4.6 л,Автомат,Зөв,Жийп,Хар,2018,2018,Бензин,Бор,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Aqua,2013,2022,5 сая ₮,290,1.6 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2013,2022,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2012,2023,5 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Nissan,X-Trail,2022,2024,68 сая ₮,14000,2.5 л,Автомат,Буруу,Жийп,Цайвар цэнхэр,2022,2024,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Mercedes-Benz,CLS-Class,2015,2024,118 сая ₮,180000,3.5 л,Автомат,Зөв,Суудлын тэрэг,Хар саарал,2015,2024,Бензин,Хар,Банкны лизингтэй,Хойноо RWD,Дугаар авсан,4
Toyota,Land Cruiser Prado,2011,2024,105 сая ₮,120000,4.0 л,Автомат,Буруу,Жийп,Саарал,2011,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Fielder,2009,2018,5 сая ₮,160000,1.5 л,Автомат,Буруу,Гэр бүлийн,Саарал,2009,2018,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,4Runner,2016,2023,135 сая ₮,80000,4.0 л,Автомат,Зөв,Жийп,Цагаан,2016,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Highlander,2010,2019,44 сая ₮,140000,3.5 л,Автомат,Зөв,Жийп,Саарал,2010,2019,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2006,2015,5 сая ₮,160000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2006,2015,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Fielder,2015,2020,18 сая ₮,150000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Alphard,2013,2024,65 сая ₮,153000,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2013,2024,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Hyundai,Starex,2009,2016,13 сая ₮,120000,2.5 л,Механик,Зөв,Гэр бүлийн,Саарал,2009,2016,Дизель,Саарал,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Harrier,2006,2013,5 сая ₮,200000,3.3 л,Автомат,Буруу,Жийп,Хар,2006,2013,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Camry,2008,2016,14 сая ₮,1374829,2.3 л,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2016,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар аваагүй,4
Toyota,Vanguard,2009,2015,17 сая ₮,200000,2.5 л,Автомат,Буруу,Жийп,Ногоон,2009,2015,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mercedes-Benz,C-Class,2016,2016,65 сая ₮,61000,1.8 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2016,2016,Бензин,Саарал,гүй,Хойноо RWD,Дугаар авсан,5
Kia,Sorento,2002,2011,5 сая ₮,240000,2.7 л,Автомат,Зөв,Жийп,Хар,2002,2011,Дизель,Бор,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2009,2024,69 сая ₮,130000,3.5 л,Автомат,Зөв,Жийп,Боронзон,2009,2024,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Land Cruiser 80,1996,2007,30 сая ₮,200000,4.1 л,Автомат,Буруу,Жийп,Ногоон,1996,2007,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Caravan,2011,2022,15 сая ₮,1,3.0 л,Автомат,Буруу,Гэр бүлийн,Хар,2011,2022,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 20,2007,2015,12 сая ₮,150099,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2007,2015,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Lexus,LX,2009,2022,55 сая ₮,150000,3.5 л,Автомат,Буруу,Жийп,Цагаан,2009,2022,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Kia,Бусад,2022,2022,55 сая ₮,10000,2.0 л,Автомат,Буруу,Жийп,Цагаан,2022,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
